name,brewery,style,release_date,rating,ibu,hops,malts,additives,alcohol,og,personal_rating
Dry Nitro Stout,Red Rocket Brewery,Stout - Irish Dry,2022-04-29,3.703,,,,,4.2,,4
Tajfun: Enigma & Simcoe Cryo,Malanka,IPA - Imperial / Double New England / Hazy,2023-12-29,4.384,40.0,"Enigma,Simcoe","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,19.3,4
Old Times,"Jungle Brewery,Malanka",Stout - Imperial / Double,2024-01-15,4.186,40.0,,,,6.8,26.8,4
Chvalia: Hrejpfrut,Malanka,Sour - Fruited,2024-01-17,4.16,,,Pilsner,Grapefruit,6.3,17.0,4
Mitrenha: Citra & Idaho 7,Malanka,IPA - Imperial / Double,2024-01-10,4.377,100.0,"Citra,Idaho 7",Pilsner,,6.8,18.4,4
Imža: Klubničny Machita,Malanka,Sour - Fruited Berliner Weisse,2023-12-06,4.091,,,"Pilsner,Wheat,Flaked Oats,Flaked Wheat","Strawberry,Lime,Mint",3.7,10.0,4
Rager: Vista,Valaduta,IPA - Imperial / Double,2024-01-04,4.266,70.0,Vista,,,6.8,,4
Abšar: Ahhhroma,Malanka,IPA - White / Wheat,2024-01-12,4.271,40.0,Ahhhroma,"Pilsner,Wheat,Flaked Wheat",,6.8,19.0,4
Capuccino Serenade,Rewort Brewery,Stout - Coffee,2023-11-22,3.849,10.0,,,,6.5,,4
After Christmas Carols,Midnight Project,Winter Warmer,2024-01-12,3.996,25.0,,,,6.8,,4
Рассол дико зол,4BREWERS,Sour - Other Gose,2023-09-11,3.994,,,,,4.5,,4
Dark Rider,"Velka Morava,Midnight Project",Stout - Imperial / Double,2023-12-05,4.157,,,,,6.8,,4
Nightzone,13 Litar,Porter - Imperial / Double,2024-01-11,4.161,26.0,"Premiant,Centennial,Chinook","Vienna,Caramel,Black",,6.8,22.0,4
Inside View,Jungle Brewery,IPA - Imperial / Double New England / Hazy,2023-12-14,4.299,30.0,"Cashmere,Mosaic",,,6.8,17.5,4
Trasca: Simcoe & Sabro,Malanka,IPA - Triple,2024-01-10,4.387,120.0,"Simcoe,Sabro",Pilsner,,6.8,21.0,4
Poklič: Abliapicha,Malanka,Farmhouse Ale - Saison,2024-01-05,4.04,40.0,Saaz,Pilsner,Sea buckthorn,6.0,13.0,4
Muddy,D3iwa Brewery,Wheat Beer - Witbier / Blanche,2023-12-22,3.62,15.0,Citra,,,5.4,,4
Saĺsa: White Habanero,Malanka,Sour - Other Gose,2023-12-27,4.313,,,"Pilsner,Wheat,Flaked Wheat","Tomato,Salt,Red Pepper,Garlic",4.0,12.0,4
Black Celebration,Browar Sarabanda,Stout - Foreign / Export,2022-09-27,3.735,,,,,6.8,,4
Buschbrand,Jungle Brewery,Rauchbier,2024-01-08,4.108,25.0,"Magnum,Tettnanger",,,5.3,12.4,4
The Grinder,Sabotage,Stout - Other,2023-11-17,3.954,,,,,6.8,,4
Bring Back,Jungle Brewery,IPA - New England / Hazy,2023-12-29,4.257,35.0,"Sabro,Mosaic,Ahhhroma,Citra,Azacca",,,6.8,16.8,4
Браггот медовый,Мозырьпиво,Mead - Braggot,2023-06-26,3.419,,,,,5.0,,3
The Base,Mad Frog Brewery,Mead - Other,2023-02-23,4.447,,,,,6.8,,4
Nirvana,Ugar,IPA - New England / Hazy,2023-12-19,3.977,30.0,"Citra,Galaxy,Mosaic",,,6.0,,4
High Voltage,"Brouwerij Kees,Sofia Electric Brewing",Stout - Other,2023-05-24,4.065,45.0,,,,6.8,,4
Bretta Maniac,Stamm Brewing,Barleywine - Other,2023-06-26,4.329,,,,,6.8,,4
Есенин. Том 3 \ Esenin. Volume 3,Brewlok,Stout - Russian Imperial,2023-11-03,4.282,,,,,6.8,,4
Decontrol: Chocolate Caramel Peanut,Zagovor Brewery,Porter - Imperial / Double,2023-11-10,4.129,,,,,6.8,,4
Rager: HBC-630,Valaduta,IPA - Imperial / Double,2023-12-25,4.279,70.0,HBC630,,,6.8,,4
Silent Force,Jungle Brewery,IPA - Imperial / Double,2023-12-25,4.378,90.0,"Warrior,HBC630,Mosaic,Citra,Sabro",,,6.8,21.0,4
Bloody Aronia,Zavod,Chilli / Chile Beer,2023-05-29,4.115,5.0,,,,4.6,,4
Titanfall,Sabotage,Stout - Coffee,2023-04-29,3.869,,,,,6.8,,4
Worcestershire Sauce,Boggart Hole Clough Brewery,Stout - Other,2015-12-30,,,,,,4.2,,4
Hello,Robim Good Brewery,Lager - Helles,2021-04-07,3.425,13.0,,,,4.6,11.5,3
Pavietra: El Dorado,Malanka,Pale Ale - New England / Hazy,2023-02-08,4.053,40.0,El Dorado,"Pilsner,Flaked Oats,Flaked Wheat,Wheat",,5.5,13.0,4
Regenesis,Jungle Brewery,IPA - New England / Hazy,2023-12-21,4.325,35.0,"Ahhhroma,Sabro",,,6.8,16.3,4
Dark Rider: Naga Edition,"Velka Morava,Midnight Project",Stout - Imperial / Double,2023-11-30,4.064,,,,,6.8,30.0,4
Marquis Warren,Hops Brewery,IPA - Black / Cascadian Dark Ale,2023-12-21,4.224,100.0,,,,6.8,,4
Snow Cap,Midnight Project,IPA - Imperial / Double New England / Hazy,2023-12-22,4.211,30.0,"Rakau,Mosaic",,,6.8,,4
Smorgol,Пан Качын,Mead - Melomel,2023-12-21,4.138,,,,"Black Currant,Blueberry",5.8,,4
Attack of the Killer Tomatoes,Ugar,Sour - Other Gose,2023-11-03,4.256,,,,,6.0,,4
Monastère Double,United Dutch Breweries,Belgian Dubbel,2018-06-30,3.338,,,,,6.4,,3
ПАНЧО,КУЛИNAR,Sour - Smoothie / Pastry,2023-01-24,4.28,,,,,6.0,,4
Bertha (Batch#1),Red Button Brewery,Stout - Imperial / Double,2023-10-05,4.113,,,,,6.8,,4
Hats And Guns,Main Rule,IPA - Imperial / Double,2023-11-24,3.918,50.0,,,,6.8,,4
Baby Jesus,Brouwerij ’t Verzet,Porter - Imperial / Double Coffee,2019-10-12,3.458,40.0,,,,6.8,,4
Abšar: Eclipse & Sabro,Malanka,IPA - White / Wheat,2023-11-24,4.246,40.0,"Eclipse,Sabro","Pilsner,Wheat,Flaked Wheat",,6.8,19.0,4
Hooligan Collab,Midnight Project,IPA - American,2023-12-01,3.983,50.0,"Galaxy,Mosaic",,,6.5,,4
Boost: Galaxy & Cascade,Jungle Brewery,Pale Ale - New England / Hazy,2023-11-20,4.248,35.0,"Galaxy,Cascade",,,6.0,14.0,4
Mlosć: Vista,Malanka,Pale Ale - American,2023-12-08,4.014,60.0,Vista,Pilsner,,5.6,13.0,4
JuicyK,D3iwa Brewery,IPA - New England / Hazy,2023-11-25,3.855,40.0,"Zappa,Galaxy",,,5.4,,4
Lowrider,Midnight Project,Brown Ale - Imperial / Double,2023-12-08,4.264,20.0,,,,6.8,,4
Tomatoni: Salami Chips,Jungle Brewery,Sour - Other Gose,2023-12-14,4.107,10.0,,,,5.0,13.0,4
Imhla: Ahhhroma,Malanka,IPA - New England / Hazy,2023-12-13,4.241,30.0,Ahhhroma,"Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.5,17.0,4
Zona Adčužennia,Punchiller,Stout - Russian Imperial,2023-11-24,4.512,30.0,,,,6.8,29.0,4
Hungry For Apples? *demi Sec Version,Mad Frog Brewery,Mead - Cyser,2023-11-03,4.29,,,,,6.8,,4
Simple Raspberry Life,Mad Frog Brewery,Mead - Traditional,2023-01-29,4.398,,,,,6.8,,4
Tomattoro: Smoked Piri-Piri,Mad Frog Brewery,Sour - Other Gose,2023-10-11,4.49,,,,,5.2,,4
Good Times Coming,Mad Frog Brewery,IPA - Milkshake,2018-04-21,3.906,35.0,,,,6.4,13.0,4
Cool Koran,Mad Frog Brewery,Mead - Melomel,2021-11-19,4.379,,,,"Grapefruit,Cherry",6.8,,4
Lycanthropy,Frogking Awesome Meadery,Mead - Other,2023-12-16,4.373,,,,,6.8,,5
Wild Frog,Mad Frog Brewery,Wild Ale - Other,2023-12-16,4.281,,,,,6.8,,4
Need For Travel,Mad Frog Brewery,IPA - American,2023-11-24,3.861,,"El Dorado,Galaxy,Cascade,Cashmere",,,6.5,,4
Прелести Котямбы,Frogking Awesome Meadery,Mead - Melomel,2023-12-16,4.386,,,,,6.8,,4
Just Like Heaven,Frogking Awesome Meadery,Mead - Melomel,2023-12-16,4.405,,,,,6.8,,4
Pineapple Express,Frogking Awesome Meadery,Mead - Melomel,2023-12-16,4.352,,,,,6.8,,4
Dope Lemon,Frogking Awesome Meadery,Mead - Other,2023-12-16,4.553,,,,,6.8,,4
Old Ale,Malanka,Old / Stock Ale,2023-12-15,3.916,40.0,"Saaz,Magnum","Pale Ale,Special B,Caraaroma,Crystal,Caramel,Biscuit,Chocolate",,6.3,14.5,4
Vietraź: Apieĺsin i laŭr,Malanka,Wheat Beer - Witbier / Blanche,2023-11-29,4.031,20.0,Vista,"Pilsner,Wheat,Flaked Wheat","Orange Peel,Bay Leaf",5.5,14.0,4
Baltic Porter,Bierstadt Lagerhaus,Porter - Baltic,2016-11-19,,,,,,6.8,,4
Стаут,Chester Brewery,Stout - Milk / Sweet,2020-11-24,3.244,23.0,,,,5.5,,4
Mild Ale,Kvadrat,Mild - Other,2023-11-01,2.895,,,,,4.5,,4
Polotmavě,13 Litar,Lager - Amber / Red,2023-11-09,3.647,20.0,"Premiant,Saaz","Vienna,Pilsner,Caramel",,5.6,13.0,4
Grand Place,Лямус,Belgian Strong Dark Ale,2017-11-21,3.868,,,,,6.8,18.0,4
Венское,Beaver,Lager - Vienna,2023-12-25,2.654,30.0,,,,4.4,,4
Лямус Блонд эль,Лямус,Blonde Ale,2020-12-08,3.659,,,,,5.7,15.0,4
Marbin,Plague Brew,Stout - Russian Imperial,2023-07-05,3.577,60.0,,,,6.8,,4
Dreamcatcher,Bierstaat,Stout - Other,2023-11-20,4.091,,,,,6.6,,4
Imagination,13 Litar,Red Ale - American Amber / Red,2023-11-30,3.473,35.0,"Columbus,Centennial,Idaho 7","Pilsner,Vienna,Caramel",,6.5,16.0,4
Ambient Illusion,Jungle Brewery,IPA - American,2023-12-04,4.049,60.0,"Pahto,Chinook,Galaxy",,,6.4,14.0,4
Santa Cruz,Sozhski Beer,IPA - American,2023-11-03,3.872,36.0,"Citra,Idaho 7",,,6.0,,4
Moort,Plague Brew,Belgian Strong Golden Ale,2021-12-20,3.949,30.0,,,,6.8,,4
Doodles Hardcore Republic Ed.,Strait_Jacket_brewery,Mead - Melomel,2023-10-31,4.463,,,,,6.8,,4
Сказки на Ночь,Strait_Jacket_brewery,Stout - Imperial / Double Pastry,2022-01-23,3.844,30.0,,,,6.8,,4
Legacy,Velka Morava,Barleywine - English,2023-10-31,4.002,,,,,6.8,,4
Honganual,Snowcap Brewing,Barleywine - Other,2023-11-10,4.097,40.0,,,,6.8,,4
24/7,HAS Brew,Dark Ale,2023-11-06,3.562,15.0,,,,5.7,,4
Overcast,13 Litar,IPA - White / Wheat,2023-11-22,3.709,50.0,Columbus,"Wheat,Pilsner",,6.3,15.5,4
Apple Soot,Valaduta,Smoked Beer,2023-11-20,4.152,25.0,,,,5.7,,4
White Day,Punchiller,Wheat Beer - Witbier / Blanche,2023-11-24,4.306,8.0,,,,5.8,13.0,4
Peppery Christmas,Dr. Piwo,Stout - Other,2023-11-28,3.695,40.0,,,"Red Pepper,Cinnamon,Anise",6.5,,4
Maniac,"Coma Brewery,Valaduta",Sour - Smoothie / Pastry,2022-03-15,4.133,,,,"Blackberry,Banana,Strawberry",5.5,,4
Vivid Vibe: Raspberry,Plague Brew,Sour - Fruited Berliner Weisse,2023-03-22,4.034,5.0,,,,5.3,,4
Ježek 11 Jedenáctka,Pivovar Jihlava,Pilsner - Czech / Bohemian,2013-05-17,3.162,32.0,,,,4.8,,4
Nosferatu,Selfmade Brewery,Porter - Baltic,2023-10-23,3.985,35.0,,,,6.8,,4
ALONE IN A ROOM,Coven Brewery,Sour - Smoothie / Pastry,2023-02-26,4.238,,,,,6.0,,4
Независимость Чеснок,Plague Brew,Sour - Other Gose,2023-11-11,4.214,8.0,,,,4.7,,4
Зависимость [Халапеньо],4BREWERS,Sour - Other Gose,2023-10-30,4.286,,,,,4.5,,4
Rise the Dark,"Bierbank,Spin Bar",Stout - Imperial / Double,2023-11-24,4.179,19.0,,,,6.8,,4
Zavieja: Enigma & Sabro,Malanka,IPA - Imperial / Double New England / Hazy,2023-11-17,4.407,40.0,"Enigma,Sabro","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,18.8,4
Bliskavica: Mosaic & Simcoe Cryo,Malanka,IPA - New England / Hazy,2023-12-01,4.267,40.0,"Mosaic,Simcoe","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,17.5,4
Stout,1516 Pub & Brewery,Stout - Other,2013-07-18,3.721,30.0,,,,5.6,,4
PapaCraft Minecraft,Midnight Project,Stout - Imperial / Double,2023-12-02,4.617,60.0,,,,6.8,,4
11 Ležák,Primátor,Pilsner - Czech / Bohemian,2011-05-26,3.186,31.0,,,,4.7,,4
Marzipan Duckffiti,Magic Mess,Stout - Other,2023-08-31,3.685,,,,,5.0,,4
Mitrenha: Mosaic & Simcoe Cryo,Malanka,IPA - Imperial / Double,2023-11-22,4.266,100.0,"Mosaic,Simcoe",Pilsner,,6.8,18.4,4
Аджика Многолика,4BREWERS,Sour - Other Gose,2023-11-07,4.159,,,,,5.0,,4
Rocket Jump,Selfmade Brewery,IPA - American,2017-11-20,3.851,49.0,"Citra,Lemondrop,Warrior,Cascade",,,6.3,,4
Piarevaracień: Smurodziny,Malanka,Stout - Imperial / Double Oatmeal,2023-11-08,4.33,33.0,,"Black,Chocolate,Pale Ale,Biscuit,Special B,Flaked Oats","Black Currant,Hierochloe",6.8,23.0,4
Naturtrübes Radler Alkoholfrei,Feldschlößchen Dresden,Non-Alcoholic Beer - Shandy / Radler,2016-04-16,3.115,,,,,0.2,,4
Apostel Weissbier Hell Alkoholfrei,Privatbrauerei Eichbaum,Non-Alcoholic Beer - Wheat Beer,2019-03-11,2.477,,,,,0.5,,2
Free Damm,Grupo Damm,Non-Alcoholic Beer - Lager,2012-01-17,2.602,17.0,,,,,,3
Clausthaler Dry Hopped,Radeberger,Non-Alcoholic Beer - Other,2017-05-10,3.041,,,,,0.5,,3
Novichok,Punchiller,IPA - American,2021-01-21,4.191,40.0,Simcoe,,Mango,6.5,,4
Logger,Rewort Brewery,IPA - Imperial / Double,2022-12-01,3.936,50.0,,,,6.8,20.0,4
Лук видит твой испуг,4BREWERS,Sour - Other Gose,2023-05-15,4.071,,,,,5.0,,4
Dog Friendly,Midnight Project,Sour - Fruited,2023-11-11,4.022,10.0,,,Blackberry,6.0,,4
Lichamanka: Sultana,Malanka,IPA - Imperial / Double,2023-11-15,4.168,90.0,Sultana,Pilsner,,6.8,18.4,4
Nightlife,13 Litar,Porter - Imperial / Double,2023-11-15,4.19,25.0,"Premiant,Golding","Pilsner,Vienna,Special B,Black",,6.8,21.0,4
Boost: Vista & Mosaic,Jungle Brewery,Pale Ale - New England / Hazy,2023-10-27,4.276,35.0,"Vista,Mosaic",,,6.0,14.0,4
Tomato Kimchi Monster From the Planet ZOG,Plague Brew,Sour - Other Gose,2023-07-21,3.97,8.0,,,,4.7,,4
Ковбой Мальборо,Plan B Brewery,IPA - American,2014-05-08,3.93,50.0,,,,6.5,,4
American Horror,Midnight Project,IPA - American,2023-11-11,4.017,50.0,"El Dorado,Cashmere,Galaxy",,,6.7,,4
Delirium Argentum,Brouwerij Huyghe,IPA - Belgian,2014-09-04,3.597,48.0,,,,6.8,,4
La Tomatina MAXIMA,Rewort Brewery,Spiced / Herbed Beer,2021-06-26,4.063,,,,,6.5,,4
Centennial Basemans,Time Bomb Brewery,IPA - American,2023-07-17,4.062,40.0,,,,6.0,,4
Дыхание Одина,Традиции предков,Mead - Metheglin,2018-12-12,3.712,,,,,4.7,,4
Chris Mannix,Hops Brewery,IPA - Red,2023-11-06,4.038,100.0,,,,6.8,,4
Grape Babe,Rewort Brewery,IPA - Imperial / Double New England / Hazy,2019-12-04,3.823,48.0,"Idaho 7,Simcoe",,Grape,6.8,,4
Banshee,"Boxing Wizard Brewery,Punchiller",Porter - Imperial / Double,2023-11-01,4.189,,,,,6.8,,4
Blanche de Namur Radler Lime,Brasserie du Bocq,Shandy / Radler,2022-03-27,3.282,,,,,3.4,,4
Světlý ležák 12,Bernard,Pilsner - Czech / Bohemian,,3.259,34.0,,,,4.9,,3
Грибочек,Selfmade Brewery,Sour - Other Gose,2023-08-07,4.114,10.0,,,,5.2,,4
BlastWork,GAS Brew,Barleywine - Other,2023-08-23,3.96,,,,,6.8,,4
Grottesco,Jaws,Stout - Imperial / Double Pastry,2023-10-04,4.094,,,,,6.8,,4
Tomato Factory: Sriracha,Valaduta,Sour - Other Gose,2023-11-06,4.438,10.0,,,,5.0,,4
Tosspot,Dudar Brewery,IPA - New England / Hazy,2023-10-27,4.023,30.0,"Pacifica,Citra",,,6.0,13.5,4
Gilde Kellerbier,Gilde Brauerei,Kellerbier / Zwickelbier,2019-08-15,3.195,,,,,4.8,,3
Cream Stout,Mad Brew,Stout - Milk / Sweet,2021-09-03,3.758,30.0,,,,6.8,,4
Cat Friendly,Midnight Project,Sour - Fruited,2023-10-27,4.071,10.0,,,"Pomegranate,Almonds",6.0,,4
Feines Urhell,Brauhaus Riegele,Lager - Helles,,3.493,,,,,4.7,12.6,3
Blanc Select,Kalnapilio-Tauro,Wheat Beer - Other,2020-08-29,3.31,,,,,4.7,,4
Muson: Fiejchoa,Malanka,Sour - Fruited,2023-11-01,4.105,,,"Pilsner,Flaked Wheat,Wheat",Feijoa,5.0,12.0,4
Strawberry Hopzilla,Hops Brewery,IPA - Milkshake,2023-10-30,4.199,25.0,,,Strawberry,6.0,,4
Potato Day,4BREWERS,Sour - Other Gose,2022-06-23,3.776,,,,,4.5,,4
Vivid Vibe: Blood Orange,Plague Brew,Sour - Fruited Berliner Weisse,2022-04-04,4.162,6.0,,,,5.3,,4
Chaliera: HBC 630,Malanka,IPA - American,2023-10-25,4.274,80.0,HBC630,Pilsner,,6.8,16.0,4
Mango Crash,Jungle Brewery,Sour - Smoothie / Pastry,2023-10-16,4.268,10.0,,,"Mango,Lactose",5.0,14.0,4
Purple,Bierstaat,IPA - American,2023-10-23,3.879,40.0,"Citra,Sabro",,,6.5,,4
Pavietra: Vista,Malanka,Pale Ale - New England / Hazy,2023-10-27,4.099,30.0,Vista,"Pilsner,Wheat,Flaked Oats,Flaked Wheat",,5.0,15.0,4
Pavaloka: Galaxy,Malanka,IPA - Triple New England / Hazy,2020-09-05,4.415,,Galaxy,"Pilsner,Flaked Oats",,6.8,21.0,4
Glyph,Red Button Brewery,Porter - Imperial / Double Baltic,2023-09-19,3.754,,,,,6.8,,4
Атомная Прачечная XX,Jaws,IPA - Imperial / Double,2023-06-10,4.078,,,,,6.8,,4
Молоко убежало,Konix Brewery,Stout - Milk / Sweet,2023-04-20,3.621,10.0,,,,5.0,,4
Escapism Cherry & Vanilla,Black Cat Brewery,Stout - Pastry,2023-08-23,3.773,15.0,,,,6.5,,4
Шоколадный Трюфель,White Stone Brewery,Stout - Milk / Sweet,2023-08-23,3.872,11.0,,,,6.0,,4
American IPA,Asda,IPA - American,2018-09-01,3.289,,,,,5.2,,4
Smoked Forester,Plague Brew,Sour - Other Gose,2022-09-15,3.981,7.0,,,,5.2,,4
Tomato Punch,Hops Brewery,Sour - Other Gose,2023-10-25,3.908,10.0,,,,6.0,,4
Outline,Bierstaat,Pale Ale - Belgian,2023-09-18,3.764,35.0,Hallertau Blanc,,,6.5,,4
Kapittel Pater,Leroy Breweries,Brown Ale - Belgian,2010-08-21,3.106,20.0,,,,6.0,,4
Your Quadruple Sour Raspberry Juice,Midnight Project,Sour - Fruited,2023-08-18,4.191,15.0,,,,6.8,,4
Get Hight,Valaduta,IPA - American,2023-09-18,4.168,40.0,"Simcoe,Medusa",,,6.0,,4
Holy DIPA,Ostrovica,IPA - Imperial / Double,2017-02-21,3.905,100.0,"Simcoe,Citra,Cascade,Centennial",,,6.8,,4
Neon Sun,Carousel Brewery,IPA - New England / Hazy,2023-09-04,3.985,20.0,"Mosaic,Citra",,,6.3,,4
Cookie Monster,Plan B Brewery,Brown Ale - Other,2017-09-14,3.728,30.0,,,,5.8,16.0,4
Mount Elimbari,Plan B Brewery,Brown Ale - Imperial / Double,2018-09-20,3.871,,,,,6.8,,4
Зависимость [Зелёные Оливки],4BREWERS,Sour - Other Gose,2023-09-26,4.081,,,,,4.5,,4
Anybody Seen My Beer?,Carousel Brewery,Stout - Milk / Sweet,2023-10-12,4.133,30.0,,,,6.5,,4
Abšar: El Dorado,Malanka,IPA - White / Wheat,2023-10-11,4.294,40.0,El Dorado,"Pilsner,Wheat,Flaked Wheat",,6.8,18.4,4
In the End,Coven Brewery,IPA - Imperial / Double New England / Hazy,2020-02-21,3.851,45.0,"Mosaic,Citra,Ekuanot",,,6.8,,4
Old Peculier,Theakston,Old / Stock Ale,2010-08-21,3.603,23.0,,,,5.6,,4
Barista Stout,Theakston,Stout - Coffee,2014-12-25,3.856,,,,,4.2,,4
Theakston Pale Ale,Theakston,Pale Ale - English,2016-03-11,3.279,,,,,4.5,,4
Best Bitter,Malanka,Bitter - Best,2023-06-16,3.744,30.0,"Fuggle,East Kent Golding","Pale Ale,Biscuit,Cara Clair,Cara Ruby",,4.1,11.0,4
John Ruth,Hops Brewery,IPA - Triple,2023-10-09,4.216,100.0,,,,6.8,,4
Calypso,13 Litar,IPA - Belgian,2023-10-11,3.772,40.0,Calypso,"Pilsner,Wheat",,6.5,12.6,4
Tajfun: Sultana & Sabro Cryo,Malanka,IPA - Imperial / Double New England / Hazy,2023-10-20,4.354,40.0,"Sultana,Sabro","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,19.3,4
Rainy Days,Midnight Project,IPA - Imperial / Double New England / Hazy,2023-10-20,4.184,30.0,"Ahhhroma,Idaho 7,Mosaic",,,6.8,,4
Paint It Black,Bierstaat,Stout - Milk / Sweet,2023-05-29,4.121,,,,Cocoa,6.6,,4
Hop Headshot: Ekuanot,Midnight Project,IPA - Triple,2023-10-13,4.16,111.0,Ekuanot,,,6.8,,4
Аплесун,Khoffner,IPA - Sour,2023-04-18,3.774,14.0,,,,5.9,,4
Mlosć: Talus,Malanka,Pale Ale - American,2023-10-04,4.278,70.0,Talus,Pilsner,,5.6,13.0,4
Premium Lager,Alpaca Wellbeing,Lager - Pale,2021-05-19,3.277,,,,,5.0,,4
Plum Porter,St. Peter’s Brewery,Porter - English,2016-11-29,3.546,,,,,5.0,,4
Yellow Sun,Bierbank,IPA - American,2023-10-04,3.916,45.0,"Citra,Simcoe",,,6.7,,4
Vista One Love,Jungle Brewery,IPA - Session,2023-09-28,4.264,35.0,Vista,,,5.0,12.9,4
What Is Nelson Sauvin?..,13 Litar,IPA - Imperial / Double,2023-09-28,4.057,65.0,Nelson Sauvin,Pilsner,,6.8,18.5,4
Dwarfish Brew,Dr. Piwo,Spiced / Herbed Beer,2023-10-09,4.097,15.0,,,"Thyme,Calluna",6.8,,4
Utsukushiki Hitobito No Uta,Coven Brewery,Sour - Fruited Gose,2021-04-22,4.01,,,,,6.9,,4
Every Dog Has Its Day,Zagovor Brewery,IPA - Imperial / Double New England / Hazy,2023-10-04,4.184,40.0,,,,6.8,,4
Pilsner: Nord,Malanka,Pilsner - German,2023-10-11,3.988,50.0,"Magnum,Saaz",Pilsner,,4.5,11.2,4
Island Cream,Jungle Brewery,Stout - Imperial / Double,2023-10-09,4.209,25.0,,,,6.8,23.8,4
ЗоLa,Hops Brewery,Lager - Dark,2023-10-11,3.609,10.0,,,,4.8,,4
Quadrolina,Jaws,Barleywine - Other,2023-07-15,3.971,35.0,,,,6.8,,4
Ultimate Juicenator,Plan B Brewery,IPA - Imperial / Double New England / Hazy,2020-12-15,4.077,40.0,"Simcoe,Sabro,Citra,El Dorado",,,6.8,,4
Dark Lotus,13 Litar,Stout - American,2023-10-03,3.984,50.0,Lotus,"Pilsner,Vienna,Roasted Barley",,6.3,15.5,4
Ciemra: Simcoe & Sorachi Ace,Malanka,IPA - Imperial / Double Black,2023-10-09,4.261,100.0,"Simcoe,Sorachi Ace","Pilsner,Black",,6.8,18.4,4
Chvalia: Cherry Cola,Malanka,Sour - Fruited,2023-08-30,4.065,,,"Pilsner,Flaked Wheat,Flaked Oats","Cherry,Cola",6.5,18.0,4
Tomatoni: Bratwurst,Jungle Brewery,Sour - Other Gose,2023-09-04,4.182,10.0,,,,5.0,13.0,4
Bend the Elbow,Dudar Brewery,IPA - New England / Hazy,2023-09-28,4.1,,"Mosaic,Rakau",,,6.0,14.0,4
Stewart,Velka Morava,Scottish Ale,2023-09-22,3.803,,,,,5.1,,4
CHILLOUT,Red Cat,IPA - Session,2023-08-26,3.825,40.0,,,,5.2,,4
Compliment: Black Currant,Mad Frog Brewery,Mead - Melomel,2023-09-29,4.464,,,,Black Currant,6.8,,4
Alhena Coconut,Velka Morava,Stout - Imperial / Double,2023-09-29,4.002,,,,,6.8,,4
Bière Blanche,Brasserie Champigneulles,Wheat Beer - Witbier / Blanche,2018-08-26,3.141,,,,,4.9,,4
Shifter,Selfmade Brewery,IPA - Black / Cascadian Dark Ale,2023-08-07,3.969,60.0,,,,6.2,,4
Satan Infernalis,Plan B Brewery,Stout - Russian Imperial,2015-04-10,4.169,55.0,,,,6.8,,4
Gotland Light,Velka Morava,Porter - Other,2023-06-13,3.692,,,,,5.5,,4
Neuromaniac,Selfmade Brewery,IPA - New England / Hazy,2023-03-03,3.882,45.0,,,,6.3,,4
Frost Nova,Midnight Project,IPA - Cold,2023-09-01,3.986,55.0,,,,6.9,,4
Bliskavica: Idaho 7 & Simcoe,Malanka,IPA - New England / Hazy,2023-09-27,4.286,40.0,"Idaho 7,Simcoe","Pilsner,Wheat,Flaked Oats,Flaked Wheat",,6.8,18.0,4
King Goblin,Wychwood Brewery,Strong Ale - English,2010-12-18,3.555,,,,,6.6,,4
Non-alco Milk Stout,Origamibrew,Non-Alcoholic Beer - Porter / Stout,2022-12-14,3.178,10.0,,,,0.5,,3
Cocoroon (Lobotomy 23),"Red Button Brewery,Time Bomb Brewery",Stout - Imperial / Double Pastry,2023-06-27,4.232,,,,,6.8,,4
What Is Strata?..,13 Litar,IPA - Imperial / Double,2023-08-22,4.118,60.0,Strata,Pilsner,,6.8,18.5,4
Boost: Sabro & HBC 630,Jungle Brewery,Pale Ale - New England / Hazy,2023-09-18,4.271,35.0,"Sabro,HBC630",,,5.8,13.8,4
Mitrenha: Galaxy & Vic Secret,Malanka,IPA - Imperial / Double,2023-09-22,4.318,100.0,"Galaxy,Vic Secret",Pilsner,,6.8,18.0,4
Aquilon,13 Litar,Porter - Baltic,2023-09-14,4.249,20.0,"Premiant,Golding","Pilsner,Vienna,Caramel,Black",,6.8,21.5,4
Sargas,Velka Morava,Stout - Imperial / Double,2023-01-24,3.985,,,,,6.8,,4
Multiple Phantasm,"AF Brew,Midnight Project",IPA - Imperial / Double New England / Hazy,2023-08-26,3.943,40.0,,,,6.8,,4
Imhla: Talus,Malanka,IPA - New England / Hazy,2021-02-18,4.187,,Talus,"Pilsner,Flaked Oats",,6.5,17.0,4
Dark Horizon,13 Litar,Porter - Imperial / Double,2023-08-17,4.227,30.0,El Dorado,"Pilsner,Vienna,Roasted Barley,Caramel",,6.8,19.5,4
BFG,Selfmade Brewery,IPA - Imperial / Double,2017-02-14,3.884,75.0,,,,6.8,,4
Soul Fire,Jungle Brewery,IPA - American,2023-07-31,4.174,50.0,"Warrior,Chinook,Simcoe",,,5.4,12.9,4
